-1.52996703469647196e-07	-1.21218261260433476e-07	9.80285038410595726e-07
-2.09451771247115673e-07	-1.22618788839803196e-07	9.69821697034560903e-07
-1.44979983578776776e-07	-1.77696806922193930e-07	9.73894455059177965e-07
-1.47468047451895934e-07	-7.60569820398171100e-07	6.32585349137941848e-07
-1.06058673151853779e-07	-7.86851665725377985e-07	6.08505589667160234e-07
-5.88188524677257284e-08	-7.48205803374929681e-07	6.60971804611573883e-07
9.91657168640158832e-08	8.71794763011513315e-07	-4.79173202258406237e-07
5.28112110221390920e-08	8.60596070288325887e-07	-5.05777315914512960e-07
3.86071668718429091e-08	8.96964322814508696e-07	-4.40294604223871555e-07
-2.74142274443465670e-07	-6.87078061309972861e-07	6.72875113058904135e-07
-3.44088179670562227e-07	-6.74318944051769542e-07	6.53068042756431605e-07
-3.08216183683818924e-07	-7.07993230319602517e-07	6.35312960149851861e-07
6.12764157967334529e-08	-2.80023163844080589e-07	9.58347414894098378e-07
2.80369734347442439e-09	-3.01129839702496088e-07	9.54009948140760121e-07
6.30134261257468784e-08	-3.39266372486686776e-07	9.39096719942553800e-07
9.32377339882062230e-07	3.27793515009325348e-07	-1.52541967756130169e-07
9.29553484737175945e-07	3.10367867446881915e-07	-2.01567575525162269e-07
9.12294237895666286e-07	3.74622669002541465e-07	-1.64503367685774400e-07
-2.18379732113281771e-07	8.19641948974677078e-07	5.28673151274699168e-07
-1.41007889252793630e-07	8.39066349755871185e-07	5.25556428408025739e-07
-1.79555922279539168e-07	8.68898761923985160e-07	4.62330644756202631e-07
-9.41005482351096033e-08	7.98411312483633057e-07	5.95238456123037027e-07
-9.94595014504280421e-08	8.27337376739009306e-07	5.53233458299097692e-07
-1.71103332204128674e-07	7.93487053304513159e-07	5.83781984777598269e-07
1.78302391796726912e-07	-1.34307134501625480e-07	9.75081221905799831e-07
2.24625001519691101e-07	-7.67886027857253369e-08	9.71497435629140971e-07
1.46237454256665429e-07	-9.63125046470401413e-08	9.85034207836708027e-07
-3.24848907219416532e-07	9.45468852807844306e-07	2.33000708322453726e-08
-3.98928768813756269e-07	9.17134056733527942e-07	1.45467782329019790e-08
